edge_slice_demand;k_1= (6,1,6);k_2= (17,8,6);k_3= (15,4,6);k_4= (9,12,6);k_5= (7,2,6);k_6= (10,8,6);k_7= (16,1,6);k_8= (15,16,6);k_9= (9,7,6);k_10= (4,10,6);k_11= (2,11,6);k_12= (13,9,6);k_13= (1,2,6);k_14= (16,13,6);k_15= (15,6,6);k_16= (12,17,6);k_17= (4,10,6);k_18= (15,14,6);k_19= (11,17,6);k_20= (6,13,6);k_21= (9,3,6);k_22= (12,9,6);k_23= (6,10,6);k_24= (4,14,6);k_25= (8,10,6);k_26= (1,8,6);k_27= (8,4,6);k_28= (1,10,6);k_29= (6,9,6);k_30= (2,17,6);k_31= (3,12,6);k_32= (4,9,6);k_33= (5,1,6);k_34= (9,7,6);k_35= (11,2,6);k_36= (13,1,6);k_37= (3,10,6);k_38= (8,7,6);k_39= (7,13,6);k_40= (7,11,6);k_41= (7,3,6);k_42= (9,6,6);k_43= (6,1,6);k_44= (8,16,6);k_45= (13,11,6);k_46= (2,10,6);k_47= (3,8,6);k_48= (10,6,6);k_49= (4,17,6);k_50= (6,9,6);k_51= (11,17,6);k_52= (1,7,6);k_53= (3,6,6);k_54= (12,5,6);k_55= (15,17,6);k_56= (9,7,6);k_57= (12,7,6);k_58= (17,6,6);k_59= (2,13,6);k_60= (10,13,6);k_61= (1,13,6);k_62= (2,12,6);k_63= (6,11,6);k_64= (15,9,6);k_65= (3,7,6);k_66= (9,8,6);k_67= (12,7,6);k_68= (10,17,6);k_69= (9,13,6);k_70= (16,17,6);
[5,11]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ;
[6,7]; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[6,9];1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ;1; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ;
[7,8]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ;
[8,9]; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ;
[8,11]; ;1; ;1; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ;
[10,11]; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,13]; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ;1;1; ;
[11,12]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ; ;
[11,13]; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;
[12,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[13,15]; ; ;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[13,17]; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16]; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;
 slice allocation ;6;119;132;71;87;84;6;91;101;83;55;101;83;71;112;24;6;6;69;12;65;100;57;108;45;25;117;74;80;96;13;6;29;93;6;19;80;140;30;20;49;50;19;134;52;30;95;68;63;117;76;39;135;140;17;125;55;41;43;140;121;31;74;140;134;6;62;32;26;140;
