edge_slice_demand;k_1= (18,4,4);k_2= (3,9,4);k_3= (2,12,6);k_4= (5,15,4);k_5= (7,12,6);k_6= (10,13,6);k_7= (16,2,3);k_8= (13,5,6);k_9= (8,10,4);k_10= (5,18,3);k_11= (18,12,6);k_12= (17,18,3);k_13= (7,5,6);k_14= (7,16,3);k_15= (12,11,3);k_16= (12,14,3);k_17= (2,12,6);k_18= (17,13,6);k_19= (5,1,3);k_20= (13,14,6);k_21= (1,15,4);k_22= (13,7,6);k_23= (10,12,6);k_24= (6,18,4);k_25= (11,6,3);k_26= (1,8,4);k_27= (12,3,6);k_28= (5,15,4);k_29= (18,6,4);k_30= (12,6,3);k_31= (8,1,4);k_32= (8,18,4);k_33= (5,2,4);k_34= (10,1,4);k_35= (7,8,6);k_36= (8,13,6);k_37= (11,6,3);k_38= (16,5,4);k_39= (3,15,6);k_40= (1,3,4);k_41= (14,17,4);k_42= (18,8,4);k_43= (5,14,6);k_44= (14,18,6);k_45= (14,6,6);k_46= (10,14,6);k_47= (9,3,4);k_48= (9,10,3);k_49= (18,11,4);k_50= (6,8,6);k_51= (13,12,3);k_52= (17,13,6);k_53= (3,4,6);k_54= (10,1,4);k_55= (2,4,3);k_56= (3,2,4);k_57= (17,16,6);k_58= (8,10,4);k_59= (4,10,3);k_60= (4,8,4);
[8,17]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[9,10]; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[9,15]; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1;
[10,16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[11,16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;
[12,13]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;
[13,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
[14,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[14,18]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;
[8,15]; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1;
 slice allocation ;12;22;26;15;12;6;12;12;14;21;20;23;25;28;28;14;19;18;11;8;10;18;26;18;17;10;6;21;14;9;26;14;4;8;6;6;21;16;16;4;13;27;6;12;24;18;26;10;10;6;14;6;6;4;26;18;24;10;23;18;
