edge_slice_demand;k_1= (13,9,4);k_2= (13,1,4);k_3= (9,3,3);k_4= (2,14,4);k_5= (9,6,3);k_6= (13,15,3);k_7= (3,12,4);k_8= (2,6,3);k_9= (6,2,3);k_10= (5,1,3);k_11= (9,3,3);k_12= (11,15,3);k_13= (16,17,3);k_14= (13,5,3);k_15= (5,13,3);k_16= (14,17,3);k_17= (6,7,3);k_18= (1,11,4);k_19= (7,12,3);k_20= (9,7,3);k_21= (13,5,3);k_22= (14,10,4);k_23= (2,10,3);k_24= (10,7,4);k_25= (8,15,4);k_26= (16,7,4);k_27= (10,17,3);k_28= (13,4,3);k_29= (15,14,3);k_30= (10,6,4);k_31= (4,15,4);k_32= (3,9,3);k_33= (15,9,4);k_34= (11,3,3);k_35= (7,17,4);k_36= (9,10,3);k_37= (16,15,3);k_38= (4,15,4);k_39= (2,12,4);k_40= (4,16,4);k_41= (17,9,4);k_42= (4,6,4);k_43= (2,12,4);k_44= (2,12,4);k_45= (10,17,3);k_46= (7,10,4);k_47= (12,17,4);k_48= (17,2,4);k_49= (5,8,3);k_50= (1,12,4);
[5,11]; ; ; ;1; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ; ; ; ;1;
[6,7]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[6,9]; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
[7,8]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[8,9];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
[8,11];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[10,11]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[10,13]; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ;1; ;1;1; ; ; ;1; ; ;1; ; ;
[11,12]; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ;1;
[11,13];1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;
[12,14]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[13,15]; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[13,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ;1; ;1;1; ; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;
 slice allocation ;16;24;3;64;3;56;45;31;75;34;75;11;3;67;56;6;51;11;36;64;3;75;3;4;40;75;55;75;3;56;60;3;22;75;61;38;3;72;20;30;8;51;28;68;14;46;4;38;35;15;
