edge_slice_demand;k_1= (6,14,4);k_2= (8,17,3);k_3= (17,13,3);k_4= (5,10,6);k_5= (16,5,4);k_6= (9,16,4);k_7= (5,17,4);k_8= (7,1,3);k_9= (11,17,3);k_10= (13,1,4);k_11= (12,9,6);k_12= (2,3,6);k_13= (13,10,6);k_14= (9,11,3);k_15= (12,11,6);k_16= (9,13,6);k_17= (9,17,4);k_18= (17,15,6);k_19= (14,5,6);k_20= (4,16,3);k_21= (13,12,6);k_22= (17,8,6);k_23= (10,9,6);k_24= (5,12,3);k_25= (7,16,4);k_26= (2,10,3);k_27= (1,3,6);k_28= (14,16,3);k_29= (5,6,6);k_30= (1,6,6);k_31= (4,2,3);k_32= (12,16,3);k_33= (4,6,6);k_34= (2,1,3);k_35= (3,12,4);k_36= (5,8,6);k_37= (7,17,3);k_38= (10,8,6);k_39= (14,7,4);k_40= (14,17,3);k_41= (3,4,3);k_42= (7,14,6);k_43= (15,16,6);k_44= (13,17,6);k_45= (17,1,3);k_46= (13,2,6);k_47= (17,13,6);k_48= (16,6,6);k_49= (2,1,6);k_50= (15,13,6);k_51= (14,13,6);k_52= (8,15,6);k_53= (2,13,6);k_54= (11,1,4);k_55= (6,9,6);k_56= (9,6,3);k_57= (3,8,6);k_58= (11,14,3);k_59= (2,10,3);k_60= (5,6,6);
[5,11];1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[6,7]; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[6,9];1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ;1;
[7,8]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,9]; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;
[8,11]; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ;
[10,11]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,13]; ; ; ; ; ;1;1; ; ;1; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;
[11,12];1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[11,13]; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
[12,14];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[13,15]; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; ; ; ; ; ; ;
[13,17]; ;1;1; ; ;1;1; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;
[15,16]; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 slice allocation ;31;11;86;70;90;5;90;90;83;51;23;38;32;7;10;40;72;31;83;59;66;34;11;48;38;55;36;83;54;67;73;74;17;8;70;90;80;25;4;80;3;90;6;41;16;8;61;47;90;72;6;56;86;15;6;87;44;43;80;81;
