edge_slice_demand;k_1= (13,2,3);k_2= (6,8,6);k_3= (11,10,6);k_4= (12,1,3);k_5= (14,3,3);k_6= (4,1,6);k_7= (5,4,4);k_8= (10,6,6);k_9= (13,2,3);k_10= (5,12,6);k_11= (3,8,3);k_12= (7,2,6);k_13= (3,14,3);k_14= (8,4,6);k_15= (2,8,3);k_16= (7,10,6);k_17= (8,3,3);k_18= (2,1,4);k_19= (12,9,3);k_20= (10,14,6);k_21= (10,14,6);k_22= (9,10,4);k_23= (10,4,6);k_24= (2,3,4);k_25= (12,13,3);k_26= (11,1,3);k_27= (2,13,3);k_28= (12,6,6);k_29= (6,13,6);k_30= (4,9,6);k_31= (3,10,3);k_32= (3,4,6);k_33= (4,14,3);k_34= (4,14,3);k_35= (12,4,3);k_36= (8,12,6);k_37= (3,12,3);k_38= (10,7,6);k_39= (11,6,3);k_40= (14,8,6);k_41= (8,10,6);k_42= (10,11,6);k_43= (11,13,4);k_44= (8,4,6);k_45= (14,3,3);k_46= (12,2,3);k_47= (5,6,4);k_48= (9,5,6);k_49= (14,11,4);k_50= (1,14,3);k_51= (2,1,4);k_52= (3,8,3);k_53= (2,6,6);k_54= (13,5,3);k_55= (6,2,6);k_56= (11,4,6);k_57= (13,14,3);k_58= (2,7,6);k_59= (5,14,6);k_60= (10,1,3);
[6,10]; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;
[6,13];1; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[7,8]; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;
[8,9]; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;
[9,10]; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[9,12]; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[9,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
[11,12]; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[11,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;
[12,13]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[13,14]; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;
 slice allocation ;27;48;37;27;13;18;5;11;23;12;53;24;36;18;43;54;4;40;51;12;6;31;42;4;10;43;16;49;10;36;4;33;13;10;40;30;20;24;30;18;48;18;5;30;42;39;54;6;22;3;9;9;10;3;49;19;6;54;42;30;
