edge_slice_demand;k_1= (4,16,6);k_2= (6,4,6);k_3= (1,12,6);k_4= (12,7,6);k_5= (9,11,6);k_6= (13,5,6);k_7= (5,4,6);k_8= (11,8,6);k_9= (8,7,6);k_10= (11,10,6);k_11= (14,4,6);k_12= (10,11,6);k_13= (3,2,6);k_14= (15,8,6);k_15= (9,16,6);k_16= (16,6,6);k_17= (6,2,6);k_18= (4,1,6);k_19= (15,10,6);k_20= (7,3,6);k_21= (10,4,6);k_22= (1,3,6);k_23= (8,10,6);k_24= (1,2,6);k_25= (12,10,6);k_26= (14,8,6);k_27= (5,12,6);k_28= (14,12,6);k_29= (2,10,6);k_30= (2,4,6);k_31= (15,7,6);k_32= (12,7,6);k_33= (10,4,6);k_34= (13,14,6);k_35= (10,1,6);k_36= (4,9,6);k_37= (5,17,6);k_38= (7,8,6);k_39= (5,11,6);k_40= (17,6,6);k_41= (10,7,6);k_42= (17,10,6);k_43= (7,8,6);k_44= (10,2,6);k_45= (13,17,6);k_46= (15,1,6);k_47= (16,13,6);k_48= (7,2,6);k_49= (6,4,6);k_50= (1,11,6);k_51= (8,4,6);k_52= (7,3,6);k_53= (1,7,6);k_54= (16,6,6);k_55= (8,1,6);k_56= (2,13,6);k_57= (10,15,6);k_58= (11,14,6);k_59= (2,6,6);k_60= (11,10,6);k_61= (5,12,6);k_62= (11,16,6);k_63= (14,17,6);k_64= (12,9,6);k_65= (12,17,6);k_66= (8,6,6);k_67= (9,2,6);k_68= (5,17,6);k_69= (3,6,6);k_70= (10,5,6);k_71= (7,12,6);k_72= (12,3,6);k_73= (16,13,6);k_74= (3,7,6);k_75= (13,5,6);k_76= (8,3,6);k_77= (2,10,6);k_78= (15,16,6);k_79= (8,13,6);k_80= (4,16,6);k_81= (8,17,6);k_82= (17,15,6);k_83= (17,12,6);k_84= (7,10,6);k_85= (17,14,6);k_86= (4,6,6);k_87= (15,17,6);k_88= (7,2,6);k_89= (8,15,6);k_90= (13,2,6);k_91= (5,10,6);k_92= (11,14,6);k_93= (5,1,6);k_94= (14,10,6);k_95= (14,2,6);k_96= (17,4,6);k_97= (5,17,6);k_98= (13,17,6);k_99= (9,16,6);k_100= (15,13,6);
[8,11]; ; ; ;1; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;
[10,11]; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[10,13];1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ;
[11,12]; ; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[11,13]; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;
[12,14]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[13,15];1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1;
[13,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
 slice allocation ;96;78;200;153;20;161;200;92;200;188;106;200;194;110;81;53;147;114;69;153;200;38;41;75;100;73;48;200;188;6;104;64;57;191;81;6;16;143;171;30;129;200;173;182;74;199;48;173;71;185;36;104;138;163;155;132;149;130;191;194;6;60;171;165;193;6;200;36;6;6;122;136;41;89;103;99;194;182;179;45;143;194;94;119;144;12;172;45;133;142;96;177;57;87;33;115;24;182;6;182;
