edge_slice_demand;k_1= (1,2,3);k_2= (10,14,4);k_3= (1,2,3);k_4= (2,5,3);k_5= (14,8,3);k_6= (13,12,3);k_7= (12,4,4);k_8= (9,6,3);k_9= (3,12,4);k_10= (1,7,4);k_11= (7,4,4);k_12= (7,16,4);k_13= (13,16,3);k_14= (5,7,3);k_15= (8,9,3);k_16= (15,1,4);k_17= (11,10,3);k_18= (11,7,3);k_19= (11,6,3);k_20= (8,3,3);k_21= (4,6,4);k_22= (1,16,4);k_23= (12,15,3);k_24= (15,17,3);k_25= (12,17,4);k_26= (7,3,4);k_27= (5,1,3);k_28= (8,2,4);k_29= (5,17,4);k_30= (5,12,3);k_31= (14,12,3);k_32= (8,7,3);k_33= (4,1,4);k_34= (17,10,3);k_35= (1,12,4);k_36= (13,12,3);k_37= (11,9,3);k_38= (16,17,3);k_39= (11,7,3);k_40= (17,15,3);k_41= (2,7,4);k_42= (8,13,3);k_43= (15,17,3);k_44= (9,7,3);k_45= (8,14,3);k_46= (15,5,4);k_47= (15,14,3);k_48= (14,5,4);k_49= (13,5,3);k_50= (11,2,3);
[5,11]; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;
[6,7]; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;
[6,9]; ; ; ; ; ; ; ;1; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;
[7,8]; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;
[8,9]; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[8,11]; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ;1; ; ; ; ; ;
[10,11]; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,13]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;
[11,12]; ;1; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;
[11,13]; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;
[12,14]; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;
[13,15]; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ;
[13,17]; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;
[14,15]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;
[15,16]; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;
 slice allocation ;11;7;18;25;27;18;14;18;11;23;15;8;3;22;11;4;23;11;18;19;4;15;3;11;19;27;11;8;8;21;10;14;22;11;15;3;27;6;3;27;8;21;27;26;24;19;7;23;24;14;
