edge_slice_demand;k_1= (5,4,6);k_2= (7,5,6);k_3= (7,12,6);k_4= (3,8,3);k_5= (2,1,6);k_6= (8,4,6);k_7= (7,5,6);k_8= (9,10,6);k_9= (11,10,6);k_10= (9,2,3);k_11= (9,13,6);k_12= (1,12,3);k_13= (3,2,6);k_14= (12,4,3);k_15= (10,1,3);k_16= (9,10,6);k_17= (10,13,6);k_18= (13,11,6);k_19= (10,3,3);k_20= (14,2,3);k_21= (2,8,3);k_22= (10,12,6);k_23= (5,8,6);k_24= (10,7,6);k_25= (12,1,3);k_26= (4,5,6);k_27= (5,2,6);k_28= (14,11,6);k_29= (9,14,6);k_30= (3,13,3);k_31= (8,13,6);k_32= (8,5,6);k_33= (7,12,6);k_34= (8,13,6);k_35= (4,1,6);k_36= (7,6,6);k_37= (7,11,6);k_38= (2,12,3);k_39= (1,11,3);k_40= (13,2,3);k_41= (5,12,6);k_42= (10,2,3);k_43= (8,10,6);k_44= (13,10,6);k_45= (6,10,6);k_46= (4,13,3);k_47= (7,14,6);k_48= (2,12,3);k_49= (11,13,6);k_50= (3,12,3);k_51= (7,12,6);k_52= (13,10,6);k_53= (3,13,3);k_54= (8,12,6);k_55= (12,13,6);k_56= (13,10,6);k_57= (11,12,6);k_58= (2,10,3);k_59= (8,10,6);k_60= (1,12,3);k_61= (1,2,6);k_62= (13,3,3);k_63= (10,13,6);k_64= (3,4,6);k_65= (4,10,6);k_66= (12,8,6);k_67= (9,12,6);k_68= (4,11,6);k_69= (11,4,6);k_70= (13,5,3);k_71= (9,12,6);k_72= (6,14,6);k_73= (11,1,3);k_74= (13,10,6);k_75= (5,3,6);k_76= (2,8,3);k_77= (10,1,3);k_78= (7,14,6);k_79= (13,10,6);k_80= (5,11,3);
[6,13]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;
[7,8]; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[8,9]; ; ;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ;1;1; ; ;1; ; ; ;1; ;1; ; ; ;1; ; ; ;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[9,10]; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;
[9,12]; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ;1; ; ;1; ; ; ; ;1; ;
[9,14]; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[11,12]; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[11,14]; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[12,13]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;
[13,14]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
 slice allocation ;120;84;82;80;97;54;62;73;67;3;6;21;6;117;3;6;12;96;76;120;86;106;33;92;24;62;29;6;113;23;33;12;120;53;15;6;114;105;42;106;98;55;59;23;72;69;104;72;6;61;70;80;30;9;22;120;62;93;47;27;105;58;86;87;110;15;54;13;51;50;92;102;75;40;35;67;120;39;34;3;
