edge_slice_demand;k_1= (4,16,6);k_2= (6,4,6);k_3= (1,12,6);k_4= (12,7,6);k_5= (9,11,6);k_6= (13,5,6);k_7= (5,4,6);k_8= (11,8,6);k_9= (8,7,6);k_10= (11,10,6);k_11= (14,4,6);k_12= (10,11,6);k_13= (3,2,6);k_14= (15,8,6);k_15= (9,16,6);k_16= (16,6,6);k_17= (6,2,6);k_18= (4,1,6);k_19= (15,10,6);k_20= (7,3,6);k_21= (10,4,6);k_22= (1,3,6);k_23= (8,10,6);k_24= (1,2,6);k_25= (12,10,6);k_26= (14,8,6);k_27= (5,12,6);k_28= (14,12,6);k_29= (2,10,6);k_30= (2,4,6);k_31= (15,7,6);k_32= (12,7,6);k_33= (10,4,6);k_34= (13,14,6);k_35= (10,1,6);k_36= (4,9,6);k_37= (5,17,6);k_38= (7,8,6);k_39= (5,11,6);k_40= (17,6,6);k_41= (10,7,6);k_42= (17,10,6);k_43= (7,8,6);k_44= (10,2,6);k_45= (13,17,6);k_46= (15,1,6);k_47= (16,13,6);k_48= (7,2,6);k_49= (6,4,6);k_50= (1,11,6);k_51= (8,4,6);k_52= (7,3,6);k_53= (1,7,6);k_54= (16,6,6);k_55= (8,1,6);k_56= (2,13,6);k_57= (10,15,6);k_58= (11,14,6);k_59= (2,6,6);k_60= (11,10,6);k_61= (5,12,6);k_62= (11,16,6);k_63= (14,17,6);k_64= (12,9,6);k_65= (12,17,6);k_66= (8,6,6);k_67= (9,2,6);k_68= (5,17,6);k_69= (3,6,6);k_70= (10,5,6);k_71= (7,12,6);k_72= (12,3,6);k_73= (16,13,6);k_74= (3,7,6);k_75= (13,5,6);k_76= (8,3,6);k_77= (2,10,6);k_78= (15,16,6);k_79= (8,13,6);k_80= (4,16,6);k_81= (8,17,6);k_82= (17,15,6);k_83= (17,12,6);k_84= (7,10,6);k_85= (17,14,6);k_86= (4,6,6);k_87= (15,17,6);k_88= (7,2,6);k_89= (8,15,6);k_90= (13,2,6);k_91= (5,10,6);k_92= (11,14,6);k_93= (5,1,6);k_94= (14,10,6);k_95= (14,2,6);k_96= (17,4,6);k_97= (5,17,6);k_98= (13,17,6);k_99= (9,16,6);k_100= (15,13,6);
[6,7]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[6,9]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[7,8]; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,9]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1;1; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,11]; ; ; ;1; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;
[10,11]; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[10,13];1; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;
[11,12]; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[11,13]; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ;
[12,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[13,15];1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1;
[13,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1;1;1;1; ;
[14,15]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
 slice allocation ;33;42;53;102;150;150;36;12;150;144;23;150;144;6;73;104;138;101;96;90;89;132;25;78;6;36;85;51;78;26;138;61;56;12;60;84;40;91;6;54;124;6;14;144;134;120;118;130;113;90;48;12;113;80;126;102;55;121;28;138;78;42;150;150;14;26;6;89;150;6;127;70;124;144;138;46;138;108;114;132;96;6;25;96;143;19;144;63;108;144;50;138;78;42;115;47;111;150;34;49;
