edge_slice_demand;k_1= (15,17,6);k_2= (17,11,6);k_3= (16,6,6);k_4= (6,11,6);k_5= (16,12,6);k_6= (9,11,6);k_7= (9,15,6);k_8= (16,11,6);k_9= (3,14,6);k_10= (13,9,6);k_11= (10,7,6);k_12= (7,9,6);k_13= (16,4,6);k_14= (15,11,6);k_15= (3,5,6);k_16= (13,9,6);k_17= (11,4,6);k_18= (1,2,6);k_19= (16,4,6);k_20= (10,13,6);k_21= (2,6,6);k_22= (9,3,6);k_23= (14,2,6);k_24= (10,12,6);k_25= (1,2,6);k_26= (5,8,6);k_27= (7,1,6);k_28= (10,8,6);k_29= (16,11,6);k_30= (6,9,6);k_31= (6,15,6);k_32= (8,10,6);k_33= (3,15,6);k_34= (9,4,6);k_35= (12,10,6);k_36= (1,15,6);k_37= (1,10,6);k_38= (14,3,6);k_39= (16,4,6);k_40= (11,6,6);k_41= (6,13,6);k_42= (17,8,6);k_43= (1,12,6);k_44= (9,4,6);k_45= (4,5,6);k_46= (11,1,6);k_47= (4,16,6);k_48= (12,3,6);k_49= (1,13,6);k_50= (12,9,6);k_51= (5,13,6);k_52= (11,1,6);k_53= (2,15,6);k_54= (16,10,6);k_55= (1,12,6);k_56= (10,11,6);k_57= (6,17,6);k_58= (9,2,6);k_59= (8,9,6);k_60= (6,17,6);k_61= (8,3,6);k_62= (13,6,6);k_63= (8,15,6);k_64= (11,8,6);k_65= (2,6,6);k_66= (4,10,6);k_67= (7,4,6);k_68= (10,2,6);k_69= (15,11,6);k_70= (14,11,6);k_71= (8,11,6);k_72= (16,6,6);k_73= (15,12,6);k_74= (14,7,6);k_75= (5,6,6);k_76= (8,11,6);k_77= (13,6,6);k_78= (1,11,6);k_79= (6,15,6);k_80= (11,8,6);k_81= (12,17,6);k_82= (2,13,6);k_83= (3,12,6);k_84= (2,11,6);k_85= (2,8,6);k_86= (14,3,6);k_87= (15,1,6);k_88= (15,13,6);k_89= (14,2,6);k_90= (12,5,6);k_91= (5,15,6);k_92= (15,4,6);k_93= (10,9,6);k_94= (13,14,6);k_95= (13,10,6);k_96= (11,9,6);k_97= (3,1,6);k_98= (10,12,6);k_99= (17,4,6);k_100= (6,7,6);
[5,11]; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ;1;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ;1; ; ;1;1; ; ; ; ; ;1; ; ; ; ;
[6,7]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;
[6,9]; ; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ;1; ; ; ; ; ; ; ;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[7,8]; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,9]; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,11]; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1;1;1; ; ; ; ; ; ;1;1; ;1; ;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,11]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[10,13]; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ; ;1; ;
[11,12]; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ;1; ; ;1;1; ; ; ; ; ; ; ;1; ; ;
[11,13]; ;1; ; ; ; ;1;1; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[12,14]; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;
[13,15]; ; ;1; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ;1;1; ;1; ; ; ; ; ; ;
[13,17]; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
[14,15]; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[15,16];1; ;1; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17];1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 slice allocation ;78;129;52;139;34;58;148;55;49;6;46;127;66;135;134;100;138;6;112;72;65;12;147;22;150;118;52;65;48;106;112;118;29;6;6;98;108;126;129;99;13;77;78;72;12;28;20;12;118;39;6;41;79;92;86;78;88;84;81;145;133;71;106;132;31;73;127;150;141;132;126;94;16;141;78;34;24;22;58;47;32;123;65;6;92;72;40;118;106;55;86;14;17;23;139;133;144;94;105;78;
