edge_slice_demand;k_1= (4,16,3);k_2= (6,4,4);k_3= (1,12,4);k_4= (12,7,6);k_5= (9,11,6);k_6= (13,5,6);k_7= (5,4,6);k_8= (11,8,3);k_9= (8,7,6);k_10= (11,10,3);k_11= (14,4,4);k_12= (10,11,3);k_13= (3,2,3);k_14= (15,8,6);k_15= (9,16,3);k_16= (16,6,3);k_17= (6,2,3);k_18= (4,1,3);k_19= (15,10,3);k_20= (7,3,3);k_21= (10,4,3);k_22= (1,3,6);k_23= (8,10,4);k_24= (1,2,6);k_25= (12,10,6);k_26= (14,8,3);k_27= (5,12,3);k_28= (14,12,6);k_29= (2,10,6);k_30= (2,4,6);k_31= (15,7,6);k_32= (12,7,3);k_33= (10,4,3);k_34= (13,14,6);k_35= (10,1,4);k_36= (4,9,6);k_37= (5,17,6);k_38= (7,8,6);k_39= (5,11,6);k_40= (17,6,3);k_41= (10,7,3);k_42= (17,10,6);k_43= (7,8,6);k_44= (10,2,3);k_45= (13,17,6);k_46= (15,1,6);k_47= (16,13,3);k_48= (7,2,6);k_49= (6,4,3);k_50= (1,11,3);k_51= (8,4,4);k_52= (7,3,6);k_53= (1,7,3);k_54= (16,6,6);k_55= (8,1,3);k_56= (2,13,6);k_57= (10,15,6);k_58= (11,14,3);k_59= (2,6,3);k_60= (11,10,6);k_61= (5,12,6);k_62= (11,16,6);k_63= (14,17,6);k_64= (12,9,3);k_65= (12,17,4);k_66= (8,6,3);k_67= (9,2,6);k_68= (5,17,6);k_69= (3,6,3);k_70= (10,5,6);k_71= (7,12,3);k_72= (12,3,3);k_73= (16,13,6);k_74= (3,7,6);k_75= (13,5,6);k_76= (8,3,6);k_77= (2,10,3);k_78= (15,16,3);k_79= (8,13,6);k_80= (4,16,6);k_81= (8,17,6);k_82= (17,15,6);k_83= (17,12,4);k_84= (7,10,3);k_85= (17,14,3);k_86= (4,6,4);k_87= (15,17,3);k_88= (7,2,3);k_89= (8,15,6);k_90= (13,2,6);k_91= (5,10,3);k_92= (11,14,6);k_93= (5,1,3);k_94= (14,10,6);k_95= (14,2,4);k_96= (17,4,4);k_97= (5,17,6);k_98= (13,17,3);k_99= (9,16,4);k_100= (15,13,6);
[5,11]; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;
[6,7]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[6,9]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[7,8]; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,9]; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,11]; ; ;1;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;
[10,11]; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[10,13];1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1; ;
[11,12]; ; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[11,13]; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;
[12,14]; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ;
[13,15];1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1;
[13,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1;1;1;1; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16];1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
 slice allocation ;98;140;96;31;56;146;6;6;103;150;39;74;90;42;77;3;93;56;6;15;10;11;136;100;132;22;34;117;38;105;65;111;42;12;31;136;56;6;138;117;12;71;43;110;150;132;28;68;90;79;78;25;147;59;90;139;150;141;111;88;10;23;88;150;87;124;130;12;36;131;25;42;140;148;96;107;118;30;53;34;123;12;105;92;150;124;90;42;71;27;150;147;3;19;4;65;112;6;17;110;
