edge_slice_demand;k_1= (8,5,6);k_2= (5,1,6);k_3= (17,8,6);k_4= (6,16,6);k_5= (3,10,6);k_6= (13,9,6);k_7= (4,1,6);k_8= (13,9,6);k_9= (11,7,6);k_10= (8,5,6);k_11= (9,13,6);k_12= (3,17,6);k_13= (6,5,6);k_14= (12,10,6);k_15= (13,8,6);k_16= (16,17,6);k_17= (3,14,6);k_18= (7,13,6);k_19= (15,4,6);k_20= (2,15,6);k_21= (2,13,6);k_22= (5,8,6);k_23= (8,12,6);k_24= (17,12,6);k_25= (1,3,6);k_26= (14,5,6);k_27= (11,9,6);k_28= (14,7,6);k_29= (14,10,6);k_30= (8,15,6);k_31= (15,14,6);k_32= (1,8,6);k_33= (3,9,6);k_34= (11,12,6);k_35= (11,1,6);k_36= (15,4,6);k_37= (8,4,6);k_38= (2,15,6);k_39= (12,9,6);k_40= (6,1,6);k_41= (3,1,6);k_42= (8,11,6);k_43= (11,7,6);k_44= (11,8,6);k_45= (5,4,6);k_46= (6,16,6);k_47= (12,14,6);k_48= (4,15,6);k_49= (9,7,6);k_50= (16,11,6);k_51= (1,15,6);k_52= (16,1,6);k_53= (13,9,6);k_54= (9,17,6);k_55= (3,13,6);k_56= (3,13,6);k_57= (9,14,6);k_58= (3,2,6);k_59= (12,17,6);k_60= (1,4,6);k_61= (14,5,6);k_62= (1,16,6);k_63= (10,11,6);k_64= (6,4,6);k_65= (1,5,6);k_66= (2,8,6);k_67= (5,16,6);k_68= (3,8,6);k_69= (8,7,6);k_70= (9,10,6);k_71= (6,17,6);k_72= (16,4,6);k_73= (1,10,6);k_74= (5,13,6);k_75= (10,3,6);k_76= (6,9,6);k_77= (17,11,6);k_78= (14,9,6);k_79= (13,5,6);k_80= (14,13,6);
[5,11]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;
[6,7]; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;
[6,9]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[7,8]; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;
[8,9];1; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;
[8,11]; ; ;1;1; ; ; ; ;1; ;1; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;
[10,11]; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,13]; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;
[11,12]; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1; ; ;1; ; ;1; ;1; ;1; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[11,13]; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ;1; ; ;1; ; ; ;
[12,14]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ;1; ;1; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[13,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;
[13,17]; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ;
[14,15]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;
[15,16]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
 slice allocation ;48;36;36;96;28;42;57;66;48;24;30;10;72;24;78;16;57;54;94;42;17;9;12;24;24;78;96;84;17;72;64;12;30;36;60;54;54;48;6;74;79;84;42;36;95;60;11;24;15;96;72;48;90;90;85;36;18;26;36;18;30;63;17;30;94;78;6;42;65;17;24;30;12;69;42;68;42;66;79;84;
