edge_slice_demand;k_1= (16,10,6);k_2= (7,13,6);k_3= (2,10,6);k_4= (14,2,6);k_5= (9,10,6);k_6= (13,9,6);k_7= (1,4,6);k_8= (17,11,6);k_9= (3,5,6);k_10= (10,13,6);k_11= (2,12,6);k_12= (6,12,6);k_13= (2,14,6);k_14= (5,16,6);k_15= (2,13,6);k_16= (1,15,6);k_17= (12,2,6);k_18= (3,15,6);k_19= (1,10,6);k_20= (7,15,6);k_21= (8,3,6);k_22= (16,3,6);k_23= (3,17,6);k_24= (9,17,6);k_25= (5,1,6);k_26= (13,1,6);k_27= (2,4,6);k_28= (13,5,6);k_29= (17,3,6);k_30= (15,4,6);k_31= (7,9,6);k_32= (4,13,6);k_33= (12,15,6);k_34= (3,17,6);k_35= (3,12,6);k_36= (16,8,6);k_37= (5,9,6);k_38= (10,14,6);k_39= (1,11,6);k_40= (10,16,6);k_41= (9,16,6);k_42= (5,8,6);k_43= (1,8,6);k_44= (12,14,6);k_45= (6,9,6);k_46= (15,2,6);k_47= (3,12,6);k_48= (13,10,6);k_49= (14,17,6);k_50= (7,5,6);k_51= (1,3,6);k_52= (6,4,6);k_53= (12,1,6);k_54= (10,16,6);k_55= (4,14,6);k_56= (1,6,6);k_57= (7,16,6);k_58= (1,2,6);k_59= (12,6,6);k_60= (17,8,6);k_61= (1,8,6);k_62= (4,8,6);k_63= (10,14,6);k_64= (8,15,6);k_65= (6,11,6);k_66= (3,7,6);k_67= (5,11,6);k_68= (7,2,6);k_69= (6,8,6);k_70= (16,12,6);k_71= (7,6,6);k_72= (14,7,6);k_73= (8,7,6);k_74= (1,10,6);k_75= (11,6,6);k_76= (14,1,6);k_77= (7,3,6);k_78= (17,4,6);k_79= (16,9,6);k_80= (5,10,6);
[5,11]; ; ; ;1; ; ; ; ; ; ;1; ;1; ;1;1;1; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;
[6,7]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ;1; ;1; ; ; ;
[6,9]; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1;1; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;
[7,8]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1; ;1; ; ; ; ; ;
[8,9]; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,11]; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ;1;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ;
[10,11]; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[10,13];1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ;1;1; ; ; ; ;1;1; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[11,12]; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;
[11,13]; ;1; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
[12,14]; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ;
[13,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
[13,17];1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;
[15,16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ;
[16,17];1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 slice allocation ;24;66;6;30;54;42;78;6;19;66;60;54;78;60;72;18;84;12;36;6;66;54;36;18;6;84;42;12;48;60;36;91;6;30;42;36;84;91;48;85;24;36;30;50;12;91;6;36;12;78;60;30;48;54;66;6;42;42;19;78;72;12;78;30;84;60;66;67;24;85;6;72;18;30;12;12;90;72;48;18;
