edge_slice_demand;k_1= (1,2,3);k_2= (10,14,4);k_3= (1,2,3);k_4= (2,5,3);k_5= (14,8,3);k_6= (13,12,3);k_7= (12,4,4);k_8= (9,6,3);k_9= (3,12,4);k_10= (1,7,4);k_11= (7,4,4);k_12= (7,16,4);k_13= (13,16,3);k_14= (5,7,3);k_15= (8,9,3);k_16= (15,1,4);k_17= (11,10,3);k_18= (11,7,3);k_19= (11,6,3);k_20= (8,3,3);k_21= (4,6,4);k_22= (1,16,4);k_23= (12,15,3);k_24= (15,17,3);k_25= (12,17,4);k_26= (7,3,4);k_27= (5,1,3);k_28= (8,2,4);k_29= (5,17,4);k_30= (5,12,3);k_31= (14,12,3);k_32= (8,7,3);k_33= (4,1,4);k_34= (17,10,3);k_35= (1,12,4);k_36= (13,12,3);k_37= (11,9,3);k_38= (16,17,3);k_39= (11,7,3);k_40= (17,15,3);k_41= (2,7,4);k_42= (8,13,3);k_43= (15,17,3);k_44= (9,7,3);k_45= (8,14,3);k_46= (15,5,4);k_47= (15,14,3);k_48= (14,5,4);k_49= (13,5,3);k_50= (11,2,3);
[6,7]; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[6,9]; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;
[7,8]; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;
[8,9]; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[8,11]; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1;1; ; ;1; ; ; ; ; ;
[10,11]; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,13]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[11,12]; ; ; ; ;1;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;
[11,13]; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ;
[12,14]; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;
[13,15]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;
[13,17]; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[14,15]; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;
[15,16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ;
 slice allocation ;3;75;47;3;18;39;51;71;46;27;41;54;9;49;11;67;3;72;3;26;75;58;49;35;72;23;33;15;15;3;3;3;41;21;63;6;29;3;75;75;34;23;28;7;68;4;3;10;75;62;
