edge_slice_demand;k_1= (14,9,4);k_2= (7,16,4);k_3= (6,2,3);k_4= (2,6,3);k_5= (2,6,3);k_6= (10,15,3);k_7= (15,17,3);k_8= (15,5,4);k_9= (15,8,4);k_10= (15,10,3);k_11= (10,4,3);k_12= (7,11,3);k_13= (17,1,4);k_14= (4,8,4);k_15= (12,2,4);k_16= (17,10,3);k_17= (4,10,3);k_18= (5,9,3);k_19= (14,3,4);k_20= (12,16,3);k_21= (7,1,4);k_22= (5,13,3);k_23= (17,3,4);k_24= (7,14,4);k_25= (4,5,3);k_26= (15,2,4);k_27= (11,14,3);k_28= (7,2,4);k_29= (15,1,4);k_30= (4,17,4);k_31= (3,16,4);k_32= (16,13,3);k_33= (14,9,4);k_34= (15,13,3);k_35= (12,14,3);k_36= (14,7,4);k_37= (3,15,4);k_38= (2,8,4);k_39= (14,1,4);k_40= (4,14,4);k_41= (2,6,3);k_42= (13,8,3);k_43= (7,14,4);k_44= (9,2,3);k_45= (15,13,3);k_46= (7,11,3);k_47= (7,12,3);k_48= (9,8,3);k_49= (2,16,4);k_50= (9,5,3);k_51= (9,2,3);k_52= (1,6,3);k_53= (14,12,3);k_54= (2,17,4);k_55= (14,16,3);k_56= (3,8,3);k_57= (17,8,4);k_58= (15,7,4);k_59= (15,11,3);k_60= (13,9,4);k_61= (8,6,3);k_62= (4,3,3);k_63= (10,9,3);k_64= (13,3,4);k_65= (17,2,4);k_66= (6,4,4);k_67= (8,6,3);k_68= (10,13,3);k_69= (16,8,4);k_70= (6,10,4);
[5,11]; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;
[6,7]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[6,9]; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ;1;
[7,8]; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;
[8,9];1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ; ; ; ;1; ; ; ;
[8,11];1;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ;1; ;
[10,11]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[10,13]; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;
[11,12];1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ;1; ; ;1; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[11,13]; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ; ;1;1; ; ; ;1; ;
[12,14];1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ;1; ; ; ; ; ;1; ;1;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[13,15]; ;1; ; ; ;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ;1; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;
[13,17]; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ;
[14,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16]; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
 slice allocation ;70;102;52;97;49;135;7;90;17;97;140;111;129;42;12;93;130;84;98;79;52;140;111;4;3;81;92;111;52;27;124;96;87;71;140;26;64;60;119;4;19;59;42;56;132;140;63;3;140;137;128;136;137;66;136;140;79;120;43;11;80;3;3;5;134;8;26;58;38;37;
