edge_slice_demand;k_1= (2,4,3);k_2= (11,17,3);k_3= (9,10,3);k_4= (14,16,3);k_5= (1,2,3);k_6= (3,17,4);k_7= (14,7,4);k_8= (13,15,3);k_9= (6,15,4);k_10= (4,16,4);k_11= (14,4,4);k_12= (1,13,4);k_13= (11,1,4);k_14= (10,5,3);k_15= (14,3,4);k_16= (10,16,4);k_17= (13,8,3);k_18= (15,9,4);k_19= (4,15,4);k_20= (4,15,4);k_21= (5,9,3);k_22= (3,10,3);k_23= (10,11,3);k_24= (1,15,4);k_25= (3,9,3);k_26= (3,1,3);k_27= (3,4,3);k_28= (12,6,4);k_29= (16,11,4);k_30= (15,3,4);k_31= (8,7,3);k_32= (7,13,4);k_33= (8,1,3);k_34= (12,2,4);k_35= (14,11,3);k_36= (5,13,3);k_37= (14,17,3);k_38= (16,10,4);k_39= (15,11,3);k_40= (10,2,3);k_41= (2,13,4);k_42= (17,4,4);k_43= (8,3,3);k_44= (2,13,4);k_45= (4,12,4);k_46= (3,17,4);k_47= (7,16,4);k_48= (12,9,3);k_49= (15,5,4);k_50= (1,2,3);k_51= (13,17,3);k_52= (4,12,4);k_53= (12,14,3);k_54= (10,16,4);k_55= (15,14,3);k_56= (9,4,3);k_57= (2,8,4);k_58= (4,16,4);k_59= (5,4,3);k_60= (10,7,4);k_61= (8,10,4);k_62= (17,8,4);k_63= (4,12,4);k_64= (3,15,4);k_65= (4,11,4);k_66= (11,1,4);k_67= (14,16,3);k_68= (8,2,4);k_69= (4,12,4);k_70= (16,7,4);k_71= (17,3,4);k_72= (10,16,4);k_73= (3,6,3);k_74= (8,2,4);k_75= (13,16,3);k_76= (9,3,3);k_77= (2,9,3);k_78= (9,17,4);k_79= (1,12,4);k_80= (6,15,4);k_81= (8,15,4);k_82= (2,16,4);k_83= (12,4,4);k_84= (8,2,4);k_85= (1,4,4);k_86= (6,9,3);k_87= (13,10,3);k_88= (2,17,4);k_89= (16,6,4);k_90= (9,10,3);
[10,13]; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;
[11,12]; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;
[11,13]; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ;1; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ;1; ;
[12,14]; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[13,15]; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ;
[13,17]; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ;
[14,15]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[15,16]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;
[16,17]; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
 slice allocation ;3;17;60;76;3;6;56;9;64;73;9;60;40;35;62;10;12;77;30;60;29;52;74;85;90;64;13;16;22;18;61;65;3;67;3;30;16;46;36;19;89;51;23;42;39;77;52;35;81;27;31;84;90;68;6;76;52;26;90;4;69;27;27;56;34;17;86;9;47;40;85;35;32;21;90;7;83;56;72;48;73;5;89;46;81;19;38;14;81;38;
