edge_slice_demand;k_1= (10,5,6);k_2= (7,3,3);k_3= (14,10,6);k_4= (10,2,3);k_5= (2,4,4);k_6= (8,3,3);k_7= (4,9,6);k_8= (6,1,3);k_9= (1,7,3);k_10= (3,13,3);k_11= (10,2,3);k_12= (5,11,3);k_13= (8,9,4);k_14= (8,9,4);k_15= (9,11,6);k_16= (7,10,6);k_17= (9,4,6);k_18= (10,8,6);k_19= (3,5,6);k_20= (5,10,6);k_21= (7,2,6);k_22= (6,9,6);k_23= (12,8,6);k_24= (9,8,4);k_25= (5,9,6);k_26= (6,3,6);k_27= (2,12,3);k_28= (3,10,3);k_29= (2,8,3);k_30= (7,6,6);k_31= (12,6,6);k_32= (4,12,3);k_33= (14,7,6);k_34= (5,13,3);k_35= (1,6,3);k_36= (7,3,3);k_37= (2,11,3);k_38= (5,6,4);k_39= (10,11,6);k_40= (14,8,6);k_41= (2,12,3);k_42= (12,9,3);k_43= (14,4,3);k_44= (5,4,4);k_45= (1,9,3);k_46= (2,1,4);k_47= (3,7,3);k_48= (9,10,4);k_49= (10,1,3);k_50= (9,11,6);k_51= (1,6,3);k_52= (6,4,6);k_53= (8,1,6);k_54= (6,1,3);k_55= (11,14,4);k_56= (9,5,6);k_57= (13,11,4);k_58= (2,5,6);k_59= (14,10,6);k_60= (5,6,4);k_61= (1,4,6);k_62= (13,11,4);k_63= (13,9,4);k_64= (10,6,6);k_65= (4,6,6);k_66= (6,13,6);k_67= (1,6,3);k_68= (11,9,6);k_69= (9,10,4);k_70= (11,3,3);k_71= (14,3,3);k_72= (11,9,6);k_73= (7,14,6);k_74= (4,9,6);k_75= (8,4,6);k_76= (10,1,3);k_77= (10,4,6);k_78= (6,11,3);k_79= (11,12,4);k_80= (1,4,6);k_81= (6,4,6);k_82= (10,12,6);k_83= (13,2,3);k_84= (10,8,6);k_85= (14,12,4);k_86= (11,2,3);k_87= (6,4,6);k_88= (4,1,6);k_89= (11,1,3);k_90= (14,7,6);k_91= (6,14,6);k_92= (2,8,3);k_93= (12,13,3);k_94= (9,11,6);k_95= (2,9,3);k_96= (2,12,3);k_97= (11,3,3);k_98= (11,12,4);k_99= (6,4,6);k_100= (14,4,3);
[6,10];1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;
[6,13]; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;
[7,8]; ;1; ; ; ; ;1; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;
[8,9]; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ;1;1;1; ; ; ; ;1;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;
[9,10]; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;
[9,12]; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;
[9,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[11,12]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;
[11,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;
[12,13]; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;1; ; ; ; ;
[13,14]; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;
 slice allocation ;87;80;50;37;60;22;90;10;26;20;96;43;26;78;16;22;96;84;67;93;82;6;50;60;32;91;22;3;74;47;70;6;68;50;14;64;76;4;32;56;85;18;39;48;4;42;67;54;46;93;40;20;34;82;44;16;32;6;96;79;16;37;8;18;14;78;71;28;68;90;23;86;38;74;54;52;26;89;43;49;60;63;17;10;54;73;39;33;10;44;12;7;3;77;77;59;25;26;32;70;
